name,type,start_time,duration,"value"
"SMBus","v1frame",8.799380625,0.000632125,"Byte \0 ACK"
"SMBus","v1frame",8.80001275,0.000609375,"Byte \x8E ACK"
"SMBus","v1frame",8.800622125,0.00060475,"PEC n OK"
"SMBus","v1frame",8.8012625,0.0000505,""
"SMBus","v1frame",8.801444125,0.0000045,""
"SMBus","v1frame",8.801459625,0.00060525,"Write address \x0B ACK Protocol=Read word"
"SMBus","v1frame",8.802081875,0.00062125,"Command z"
"SMBus","v1frame",8.802800375,0.000639375,"Read address \x0B ACK Protocol=Read word"
"SMBus","v1frame",8.80343975,0.001205625,"Word \x01\xC0 ACK"
"SMBus","v1frame",8.804645375,0.000604625,"PEC 8 OK"
"SMBus","v1frame",8.805285625,0.00005025,""
"SMBus","v1frame",8.805368375,0.00000425,""
"SMBus","v1frame",8.805383625,0.000617875,"Write address \x0B ACK Protocol=Read word"
"SMBus","v1frame",8.8060015,0.000635875,"Command \x8B"
"SMBus","v1frame",8.806734,0.00084775,"Read address \x0B ACK Protocol=Read word"
"SMBus","v1frame",8.80758175,0.00144425,"Word \x18' ACK"
"SMBus","v1frame",8.809026,0.00061375,"PEC | OK"
"SMBus","v1frame",8.809675375,0.00005025,""
"SMBus","v1frame",10.56430775,0.0000045,""
"SMBus","v1frame",10.56432325,0.0005645,"Write address \x0B ACK Protocol=Process call"
"SMBus","v1frame",10.56488775,0.000595875,"Command \xD1"
"SMBus","v1frame",10.56550825,0.000597875,"Byte count \x04"
"SMBus","v1frame",10.56613175,0.0006035,"Byte \0 ACK"
"SMBus","v1frame",10.56675975,0.0005945,"Byte \0 ACK"
"SMBus","v1frame",10.567378875,0.00060325,"Byte \0 ACK"
"SMBus","v1frame",10.568007625,0.000607,"Byte \x01 ACK"
"SMBus","v1frame",10.568614625,0.000629,"PEC \xBA OK"
"SMBus","v1frame",10.569285875,0.000049,""
"SMBus","v1frame",10.76554425,0.00000425,""
"SMBus","v1frame",10.7655595,0.000605,"Write address \x0B ACK Protocol=Block write"
"SMBus","v1frame",10.7661645,0.0006315,"Command \xA4"
"SMBus","v1frame",10.76689325,0.00063725,"Read address \x0B ACK Protocol=Block write"
"SMBus","v1frame",10.7675305,0.00058525,"Byte count \x04"
"SMBus","v1frame",10.76811575,0.000622875,"Byte \0 ACK"
"SMBus","v1frame",10.768738625,0.000614,"Byte \0 ACK"
"SMBus","v1frame",10.769352625,0.000636375,"Byte \0 ACK"
"SMBus","v1frame",10.769989,0.0006235,"Byte \xC3 ACK"
"SMBus","v1frame",10.7706125,0.00059175,"PEC \x8A OK"
"SMBus","v1frame",10.77123975,0.0000505,""
"SMBus","v1frame",10.77141175,0.0000045,""
"SMBus","v1frame",10.771427125,0.000613875,"Write address \x0B ACK Protocol=Read word"
"SMBus","v1frame",10.77205825,0.000621125,"Command z"
"SMBus","v1frame",10.772776625,0.000628375,"Read address \x0B ACK Protocol=Read word"
"SMBus","v1frame",10.773405,0.0012305,"Word \x01@ ACK"
"SMBus","v1frame",10.7746355,0.00059175,"PEC \xB1 OK"
"SMBus","v1frame",10.775262875,0.00005025,""
"SMBus","v1frame",10.9757305,0.0000045,""
"SMBus","v1frame",10.975746,0.000604875,"Write address \x0B ACK Protocol=Block write"
"SMBus","v1frame",10.976350875,0.0006315,"Command \xA4"
"SMBus","v1frame",10.977079625,0.000637375,"Read address \x0B ACK Protocol=Block write"
"SMBus","v1frame",10.977717,0.00058525,"Byte count \x04"
"SMBus","v1frame",10.97830225,0.00062275,"Byte \0 ACK"
"SMBus","v1frame",10.978925,0.000622875,"Byte \0 ACK"
"SMBus","v1frame",10.979547875,0.000614,"Byte \x01 ACK"
"SMBus","v1frame",10.980161875,0.000636375,"Byte \x16 ACK"
"SMBus","v1frame",10.98079825,0.000591875,"PEC \xBA OK"
"SMBus","v1frame",10.98142575,0.00005025,""
"SMBus","v1frame",10.98160725,0.0000045,""
"SMBus","v1frame",10.98162275,0.00060475,"Write address \x0B ACK Protocol=Read word"
"SMBus","v1frame",10.982245,0.000621125,"Command z"
"SMBus","v1frame",10.982963375,0.000637125,"Read address \x0B ACK Protocol=Read word"
"SMBus","v1frame",10.9836005,0.00122175,"Word \x01@ ACK"
"SMBus","v1frame",10.98482225,0.000591625,"PEC \xB1 OK"
"SMBus","v1frame",10.9854495,0.0000505,""
"SMBus","v1frame",11.18563475,0.0000045,""
